tweet_id,datetime
1234567890,2025-02-08T03:21:51.871248
1887985355921481973,2025-02-08T03:35:29.794249
1888195190248129012,2025-02-08T17:27:12.283303
1888196248538140920,2025-02-08T17:30:42.293212
1888199019882524738,2025-02-08T17:42:26.338505
1888207415536955776,2025-02-08T18:15:47.716387
